QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,OTHLNDRX,OTHL_DRX,OTHDCLNX,OTHD_LNX,SAFDPSTX,SAFD_STX,TXLIMX,TXLIMX_,JLDRYNET,JLDR_NET,JDRYCNET,JDRY_NET,JBNKSCQV,JBNK_CQV,SALONX,SALONX_,JSUBSIDY,JSUB_IDY,WIGSX,WIGSX_,JAMTRAKX,JAMT_AKX,JTRANQV,JTRANQV_,LIMO,LIMO_
20212,04421134,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421194,60,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20212,04421214,46,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A
20212,04421234,75,0,1,,A,15,D,,A,42,D,,A,15,D,81,D,424,D,,A,,A,,A,,A,2,D
20212,04421264,17,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20212,04421284,14,0,1,,A,,A,,A,240,D,100,D,,A,,A,140,D,,A,,A,,A,360,D,,A
20212,04421304,28,0,1,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A
20212,04421344,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421354,43,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20212,04421374,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421384,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421464,24,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20212,04421494,41,0,1,30,D,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421534,39,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421554,18,0,1,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421564,20,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20212,04421574,55,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421584,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421614,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421624,16,0,1,,A,,A,,A,,A,,A,,A,75,D,100,D,,A,,A,,A,,A,,A
20212,04421634,42,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20212,04421644,20,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20212,04421664,70,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421674,48,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421784,15,0,1,,A,,A,,A,,A,8,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421794,26,0,1,,A,,A,,A,,A,15,D,,A,45,D,,A,,A,,A,,A,,A,,A
20212,04421804,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421834,29,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20212,04421864,33,0,1,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421874,49,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20212,04421904,17,0,1,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421914,47,0,1,,A,,A,,A,,A,,A,,A,,A,800,D,,A,,A,,A,,A,,A
20212,04421934,49,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421944,35,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20212,04421954,38,0,1,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A
20212,04421974,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421984,43,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422014,34,0,1,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20212,04422024,22,0,1,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A
20212,04422034,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422044,54,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20212,04422064,30,0,1,,A,,A,,A,,A,,A,40,D,,A,49,D,,A,,A,,A,,A,,A
20212,04422094,21,0,1,,A,,A,,A,,A,40,D,,A,,A,600,D,,A,,A,,A,,A,,A
20212,04422134,30,0,1,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A
20212,04422164,21,0,1,,A,,A,,A,,A,60,D,,A,,A,20,D,,A,,A,,A,,A,,A
20212,04422184,63,0,1,,A,,A,,A,,A,,A,70,D,,A,450,D,,A,,A,,A,,A,,A
20212,04422264,49,0,1,,A,,A,,A,,A,,A,,A,,A,190,D,,A,,A,,A,,A,,A
20212,04422274,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422314,41,0,1,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A
20212,04422324,28,0,1,,A,,A,,A,,A,120,D,,A,,A,200,D,,A,,A,,A,,A,,A
20212,04422364,39,0,1,,A,,A,,A,,A,,A,,A,,A,95,D,,A,,A,,A,,A,,A
20212,04422414,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422434,34,0,1,,A,,A,60,D,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20212,04422444,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422484,25,0,1,120,D,,A,,A,60,D,60,D,,A,,A,20,D,,A,,A,,A,,A,,A
20212,04422504,57,0,1,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A
20212,04422534,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422544,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422594,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422604,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422634,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422654,55,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20212,04422724,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422734,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422744,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422764,17,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20212,04422804,55,0,1,,A,,A,,A,,A,,A,,A,72,D,61,D,,A,,A,,A,,A,,A
20212,04422834,23,0,1,,A,,A,,A,30,D,60,D,,A,,A,50,D,,A,,A,,A,,A,,A
20212,04422844,68,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20212,04422864,81,0,1,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A
20212,04422874,29,0,1,,A,,A,,A,,A,,A,,A,,A,230,D,,A,,A,,A,,A,,A
20212,04422884,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422894,46,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423024,26,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20212,04423044,52,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423094,71,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423114,21,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20212,04423144,26,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20212,04423204,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423224,35,0,1,,A,,A,1,D,,A,,A,,A,,A,32,D,,A,,A,,A,,A,,A
20212,04423274,33,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A,,A
20212,04423284,43,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423294,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423304,35,0,1,,A,,A,,A,75,D,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20212,04423344,32,0,1,,A,,A,,A,,A,,A,,A,,A,225,D,,A,,A,,A,,A,,A
20212,04423354,32,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20212,04423364,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423424,51,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423434,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423454,37,0,1,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A
20212,04423464,49,0,1,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A
20212,04423474,44,0,1,,A,,A,,A,150,D,100,D,,A,,A,300,D,,A,,A,,A,,A,,A
20212,04423484,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423494,49,0,1,,A,,A,,A,,A,,A,,A,,A,405,D,,A,,A,,A,,A,,A
20212,04423514,28,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20212,04423554,51,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423624,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423664,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423674,30,0,1,,A,,A,,A,450,D,,A,,A,,A,300,D,,A,,A,,A,120,D,,A
20212,04423744,19,0,1,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423764,29,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20212,04423824,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423884,58,0,1,,A,,A,50,D,,A,6,D,40,D,,A,175,D,,A,,A,,A,,A,,A
20212,04423894,31,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20212,04423904,57,0,1,,A,,A,,A,,A,,A,120,D,,A,358,D,,A,,A,,A,,A,,A
20212,04423934,23,0,1,,A,,A,,A,,A,,A,,A,24,D,,A,,A,,A,,A,,A,,A
20212,04423954,45,0,1,,A,,A,,A,,A,,A,,A,12,D,28,D,,A,,A,,A,,A,,A
20212,04423994,24,0,1,,A,,A,,A,,A,,A,,A,,A,55,D,,A,,A,,A,,A,,A
20212,04424024,28,0,1,15,F,,A,,A,,A,360,F,25,F,,A,100,F,,A,,A,,A,,A,,A
20212,04424104,45,0,1,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A
20212,04424154,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424184,11,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20212,04424194,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424214,17,0,1,60,D,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424224,27,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20212,04424234,38,0,1,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,,A,,A,,A
20212,04424304,49,0,1,,A,,A,,A,64,D,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20212,04424334,35,0,1,,A,,A,,A,,A,,A,,A,,A,1200,D,,A,,A,,A,,A,,A
20212,04424344,19,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20212,04424354,28,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20212,04424364,31,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20212,04424384,35,0,1,,A,,A,,A,,A,36,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424404,56,0,1,,A,,A,,A,,A,,A,,A,45,D,155,D,,A,,A,,A,,A,,A
20212,04424424,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424454,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424484,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424504,22,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20212,04424534,23,0,1,,A,,A,,A,,A,,A,,A,,A,180,F,,A,,A,,A,,A,,A
20212,04424544,40,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20212,04424554,36,0,1,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A
20212,04424574,34,0,1,,A,,A,,A,,A,,A,,A,60,F,,A,,A,,A,,A,,A,,A
20212,04424594,23,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20212,04424604,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424634,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424654,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424674,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424684,33,0,1,,A,,A,,A,,A,,A,70,D,,A,1225,D,,A,,A,,A,,A,,A
20212,04424694,23,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20212,04424714,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424754,39,0,1,,A,,A,,A,,A,,A,,A,42,D,200,D,,A,,A,,A,,A,,A
20212,04424784,28,0,1,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20212,04424814,14,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20212,04424844,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424864,18,0,1,29,D,,A,,A,,A,71,D,,A,,A,20,D,,A,,A,,A,,A,,A
20212,04424874,35,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20212,04424894,26,0,1,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A
20212,04424904,28,0,1,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A
20212,04424914,28,0,1,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A
20212,04424964,44,0,1,,A,,A,,A,,A,,A,,A,,A,210,D,,A,,A,,A,,A,,A
20212,04424974,42,0,1,,A,,A,,A,200,D,,A,,A,,A,1200,D,,A,,A,,A,,A,,A
20212,04424984,41,0,1,,A,,A,,A,,A,,A,,A,,A,170,D,,A,,A,,A,,A,,A
20212,04425024,41,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20212,04425034,48,0,1,,A,,A,,A,30,D,75,D,,A,6,D,,A,,A,,A,,A,,A,,A
20212,04425044,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425134,34,0,1,,A,,A,,A,,A,,A,,A,,A,115,D,,A,,A,,A,,A,,A
20212,04425144,37,0,1,,A,,A,65,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425154,48,0,1,,A,,A,,A,,A,30,D,,A,,A,100,D,,A,,A,,A,,A,,A
20212,04425174,31,0,1,,A,,A,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425184,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425194,34,0,1,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,,A,,A,,A
20212,04425234,13,0,1,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425244,36,0,1,,A,,A,,A,,A,10,D,,A,,A,65,D,,A,,A,,A,,A,,A
20212,04425334,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425374,42,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20212,04425414,54,0,1,,A,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A
20212,04425424,29,0,1,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20212,04425514,37,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,30,D,,A
20212,04425544,22,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20212,04425554,19,0,1,,A,,A,,A,450,D,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20212,04425584,31,0,1,,A,,A,,A,60,D,,A,,A,,A,165,D,,A,,A,,A,,A,2,D
20212,04425594,27,0,1,,A,,A,,A,60,D,,A,,A,,A,240,D,,A,,A,,A,,A,,A
20212,04425634,37,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20212,04425644,48,0,1,,A,,A,,A,48,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A
20212,04425654,35,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20212,04425704,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425754,39,0,1,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425764,29,0,1,,A,,A,,A,,A,,A,,A,,A,82,D,,A,,A,,A,,A,,A
20212,04425774,44,0,1,,A,,A,,A,,A,,A,,A,,A,125,D,,A,,A,,A,,A,,A
20212,04425864,66,0,1,,A,,A,,A,,A,,A,,A,105,D,,A,,A,,A,,A,,A,,A
20212,04425874,34,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20212,04425904,32,0,1,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A
20212,04425944,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425964,38,0,1,,A,,A,,A,85,D,90,D,144,D,,A,75,D,,A,,A,,A,36,D,,A
20212,04426024,25,0,1,,A,,A,,A,100,D,,A,60,D,,A,100,D,,A,,A,,A,,A,,A
20212,04426034,28,0,1,,A,,A,,A,,A,,A,,A,,A,216,D,,A,,A,,A,,A,,A
20212,04426044,39,0,1,,A,,A,,A,,A,,A,,A,,A,54,D,,A,,A,,A,,A,,A
20212,04426074,45,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20212,04426104,54,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20212,04426124,21,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20212,04426174,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426234,28,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20212,04426244,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426254,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426274,55,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426344,51,0,1,,A,,A,,A,,A,,A,,A,,A,130,D,,A,,A,,A,,A,,A
20212,04426374,48,0,1,,A,,A,,A,,A,,A,80,D,,A,450,D,,A,,A,,A,,A,,A
20212,04426404,36,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20212,04426504,25,0,1,,A,,A,,A,,A,96,D,,A,,A,30,D,,A,,A,,A,,A,,A
20212,04426554,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426584,35,0,1,,A,,A,,A,,A,,A,,A,,A,55,D,,A,,A,,A,,A,,A
20212,04426594,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426684,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426764,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426844,22,0,1,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426944,27,0,1,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,,A,,A,,A
20212,04426974,12,0,1,25,D,,A,,A,,A,50,D,,A,105,D,,A,,A,,A,,A,,A,,A
20212,04426984,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427004,31,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20212,04427044,16,0,1,,A,,A,,A,,A,,A,,A,15,D,96,D,,A,,A,,A,,A,,A
20212,04427054,41,0,1,,A,,A,,A,150,D,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20212,04427084,20,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20212,04427144,38,0,1,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20212,04427164,61,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20212,04427174,31,0,1,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A
20212,04427194,46,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427244,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427254,15,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20212,04427264,43,0,1,,A,,A,12,D,,A,,A,,A,18,D,,A,,A,,A,,A,,A,,A
20212,04427274,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427324,14,0,1,,A,,A,,A,,A,,A,,A,,A,1200,D,,A,,A,,A,,A,,A
20212,04427354,40,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
