QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMLOC,NUMLOC_,LOCLODGX,LOCL_DGX,ALCMEALX,ALCM_ALX,ALCGROCX,ALCG_OCX,LOCADMSX,LOCA_MSX,FOODLCDL,FOOD_CDL,LODGLCDL,LODG_CDL,ENTRLCDL,ENTR_CDL,ELSELCDL,ELSE_CDL,QLCMLAX,QLCMLAX_,QLCGLAX,QLCGLAX_
20222,04925993,45,0,1,3,D,143,G,22,G,,A,,A,1,D,1,D,2,D,2,D,655,G,,A
20222,04928063,32,0,1,1,D,210,D,40,F,,A,,A,,A,,A,,A,,A,94,F,,A
20222,04928813,42,0,1,1,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04930213,21,0,1,3,D,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A
20222,04933342,22,0,1,3,D,400,D,40,D,,A,,A,,A,,A,,A,,A,94,D,,A
20222,04934672,31,0,1,2,D,110,D,,A,,A,,A,,A,,A,,A,,A,120,D,12,D
20222,04940352,50,0,1,5,D,37,G,5,G,1,G,5,G,,A,,A,,A,,A,40,G,3,G
20222,04945062,28,0,1,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20222,04945342,38,0,1,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04946392,48,0,1,1,D,331,D,75,D,,A,,A,,A,,A,,A,,A,125,D,,A
20222,04948192,20,0,1,17,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,80,D
20222,04952852,24,0,1,9,D,888,G,139,G,,A,327,G,1,D,1,D,1,D,1,D,346,G,,A
20222,04956112,21,0,1,2,D,760,D,30,D,,A,,A,,A,,A,,A,,A,170,D,,A
20222,04960162,8,0,1,2,D,400,D,50,D,20,D,,A,,A,,A,,A,,A,150,D,180,D
20222,04961272,16,0,1,3,D,360,D,,A,,A,,A,,A,,A,,A,,A,120,D,,A
20222,04962942,22,0,1,2,D,300,D,50,D,,A,,A,,A,,A,,A,,A,100,D,,A
20222,04963162,17,0,1,8,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04964442,41,0,1,2,D,,A,150,D,,A,,A,,A,,A,,A,,A,50,D,,A
20222,04965102,43,0,1,1,D,71,G,7,G,,A,135,D,1,D,1,D,2,D,2,D,122,G,,A
20222,04965152,39,0,1,2,D,600,D,50,D,,A,,A,,A,,A,,A,,A,150,D,20,D
20222,04965152,40,0,1,2,D,750,D,50,D,,A,,A,,A,,A,,A,,A,250,D,20,D
20222,04965152,41,0,1,2,D,59,G,6,G,2,G,24,G,,A,,A,,A,,A,123,G,26,G
20222,05011951,35,0,1,1,D,150,D,25,D,,A,,A,,A,,A,,A,,A,125,D,,A
20222,05012111,47,0,1,2,D,150,D,70,D,,A,,A,,A,,A,,A,,A,230,D,,A
20222,05012181,24,0,1,4,D,800,D,50,D,,A,,A,,A,,A,,A,,A,250,D,,A
20222,05013181,22,0,1,2,D,,A,,A,,A,,A,1,D,1,D,2,D,1,D,,A,20,D
20222,05013431,22,0,1,2,D,339,G,52,G,,A,106,G,1,D,1,D,1,D,2,D,203,G,30,D
20222,05013571,14,0,1,6,D,500,D,,A,,A,,A,,A,,A,,A,,A,400,D,,A
20222,05014851,16,0,1,1,D,60,D,30,D,,A,,A,,A,,A,,A,,A,50,D,,A
20222,05015641,23,0,1,2,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05018701,40,0,1,1,D,200,D,,A,,A,50,D,,A,,A,,A,,A,60,D,,A
20222,05020031,14,0,1,1,D,21,G,1,G,,A,2,G,,A,,A,,A,,A,3,G,1,G
20222,05021331,31,0,1,5,D,,A,60,D,,A,,A,,A,,A,,A,,A,340,D,40,D
20222,05022761,18,0,1,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D
20222,05026231,34,0,1,2,D,400,D,20,D,,A,,A,,A,,A,,A,,A,220,D,,A
20222,05026231,35,0,1,1,D,250,D,24,D,,A,,A,,A,,A,,A,,A,150,D,,A
20222,05027281,54,0,1,1,D,140,G,,A,,A,52,G,2,D,1,D,1,D,2,D,75,D,,A
20222,05029141,11,0,1,28,D,,A,286,G,15,G,,A,,A,,A,,A,,A,361,G,38,G
20222,05030211,8,0,1,3,D,250,D,,A,,A,,A,,A,,A,,A,,A,100,D,30,D
20222,05033261,26,0,1,12,D,2228,G,,A,,A,,A,2,D,1,D,2,D,2,D,,A,,A
20222,05034431,12,0,1,6,D,504,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05034591,8,0,1,2,D,150,D,,A,2,F,90,D,,A,,A,,A,,A,300,D,26,F
20222,05037071,26,0,1,1,D,100,D,,A,,A,300,D,,A,,A,,A,,A,430,D,,A
20222,05038051,20,0,1,2,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D
20222,05041901,29,0,1,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05042411,15,0,1,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05042801,50,0,1,1,D,148,D,,A,,A,55,D,,A,,A,,A,,A,150,D,,A
20223,04902174,45,0,1,1,D,114,D,20,D,,A,,A,,A,,A,,A,,A,97,D,,A
20223,04902464,23,0,1,5,D,250,D,,A,40,D,,A,,A,,A,,A,,A,,A,210,D
20223,04905304,30,0,1,4,D,315,D,,A,,A,,A,1,D,1,D,1,D,2,D,300,D,,A
20223,04909714,40,0,1,2,D,400,D,,A,,A,10,D,,A,,A,,A,,A,200,D,,A
20223,04910364,20,0,1,4,D,1200,D,60,D,,A,,A,,A,,A,,A,,A,440,D,,A
20223,04911284,24,0,1,5,D,390,D,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20223,04912664,50,0,1,1,D,300,D,100,D,,A,,A,,A,,A,,A,,A,0,D,,A
20223,04913604,29,0,1,3,D,328,D,50,D,60,D,,A,,A,,A,,A,,A,50,D,40,D
20223,04915104,25,0,1,2,D,,A,,A,,A,,A,,A,,A,,A,,A,200,F,,A
20223,04915834,56,0,1,4,D,400,D,100,D,,A,,A,,A,,A,,A,,A,300,D,,A
20223,04916484,26,0,1,1,D,100,D,,A,,A,40,D,,A,,A,,A,,A,30,D,,A
20223,04919884,29,0,1,3,D,850,D,,A,,A,,A,,A,,A,,A,,A,200,D,,A
20223,04919904,47,0,1,1,D,200,D,20,D,,A,,A,,A,,A,,A,,A,30,D,,A
20223,04922784,52,0,1,1,D,60,D,40,D,,A,,A,,A,,A,,A,,A,40,D,,A
20223,04924314,19,0,1,2,D,400,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20223,04924384,35,0,1,5,D,593,G,,A,,A,207,G,2,D,1,D,1,D,2,D,250,D,150,D
20223,04924384,36,0,1,13,D,100,D,5,D,,A,,A,1,D,1,D,1,D,2,D,395,D,,A
20223,04924384,37,0,1,4,D,381,F,25,F,40,F,,A,,A,,A,,A,,A,35,F,210,F
20223,04924384,38,0,1,14,D,381,F,50,F,60,F,5,F,,A,,A,,A,,A,130,F,40,F
20223,04928974,32,0,1,6,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929254,34,0,1,2,D,300,D,40,D,,A,,A,,A,,A,,A,,A,110,D,,A
20223,04936963,40,0,1,2,D,380,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20223,04937763,30,0,1,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04938213,33,0,1,22,D,1000,D,30,D,,A,,A,,A,,A,,A,,A,170,D,,A
20223,04938443,18,0,1,2,D,179,D,,A,,A,,A,,A,,A,,A,,A,60,D,40,D
20223,04939453,30,0,1,2,D,200,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20223,04940353,27,0,1,11,D,1900,D,,A,,A,,A,,A,,A,,A,,A,660,D,,A
20223,04940423,18,0,1,3,D,500,D,,A,,A,,A,,A,,A,,A,,A,300,D,200,D
20223,04941903,46,0,1,2,D,220,D,75,D,,A,,A,,A,,A,,A,,A,105,D,,A
20223,04946863,25,0,1,7,D,,A,30,D,,A,,A,,A,,A,,A,,A,570,D,600,D
20223,04946923,21,0,1,4,D,689,G,79,G,37,G,,A,,A,,A,,A,,A,212,G,127,G
20223,04950203,23,0,1,1,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D
20223,04951713,25,0,1,10,D,1000,D,,A,,A,25,D,,A,,A,,A,,A,1200,D,100,D
20223,04954453,22,0,1,10,D,645,D,,A,,A,,A,,A,,A,,A,,A,200,D,70,D
20223,04960393,19,0,1,2,D,800,D,,A,,A,,A,,A,,A,,A,,A,200,D,,A
20223,05011292,10,0,1,3,D,500,D,,A,,A,20,D,,A,,A,,A,,A,300,D,,A
20223,05012992,51,0,1,2,D,420,D,,A,,A,,A,,A,,A,,A,,A,200,D,,A
20223,05013842,25,0,1,2,D,506,G,5,G,4,G,12,G,,A,,A,,A,,A,15,G,8,G
20223,05016392,16,0,1,12,D,1200,D,,A,,A,,A,,A,,A,,A,,A,240,D,240,D
20223,05018102,39,0,1,1,D,173,D,,A,,A,,A,,A,,A,,A,,A,25,D,,A
20223,05019202,25,0,1,1,D,200,D,50,D,,A,,A,,A,,A,,A,,A,130,D,,A
20223,05019542,35,0,1,2,D,338,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05022762,23,0,1,14,D,,A,11,D,,A,,A,,A,,A,,A,,A,29,D,120,D
20223,05024562,46,0,1,2,D,,A,50,D,,A,450,D,,A,,A,,A,,A,200,D,,A
20223,05024932,20,0,1,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05030422,40,0,1,1,D,290,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05033062,62,0,1,,C,499,G,54,G,20,G,128,G,,A,,A,,A,,A,152,G,47,G
20223,05033772,27,0,1,3,D,,A,,A,,A,,A,,A,,A,,A,,A,250,D,60,D
20223,05037972,21,0,1,1,D,170,D,100,D,,A,,A,,A,,A,,A,,A,100,D,,A
20223,05039552,39,0,1,5,D,400,D,,A,,A,60,D,,A,,A,,A,,A,200,D,,A
20223,05042802,59,0,1,1,D,148,D,,A,,A,,A,,A,,A,,A,,A,146,D,,A
20223,05043662,51,0,1,3,D,1800,D,50,D,,A,,A,,A,,A,,A,,A,350,D,,A
20223,05044972,39,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20223,05092061,22,0,1,1,D,300,D,25,D,,A,,A,,A,,A,,A,,A,35,D,,A
20223,05092661,26,0,1,3,D,348,D,,A,,A,,A,,A,,A,,A,,A,220,D,,A
20223,05095341,15,0,1,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05097882,17,0,1,17,D,,A,,A,,A,,A,,A,,A,,A,,A,350,D,700,D
20223,05098061,21,0,1,1,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05098201,34,0,1,2,D,288,D,,A,,A,,A,,A,,A,,A,,A,78,D,,A
20223,05100491,28,0,1,4,D,80,D,30,D,,A,,A,,A,,A,,A,,A,120,D,,A
20223,05100801,28,0,1,2,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05101511,14,0,1,1,D,184,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05101661,63,0,1,1,D,256,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20223,05102341,23,0,1,1,D,150,D,,A,,A,70,D,,A,,A,,A,,A,,A,,A
20223,05102581,87,0,1,2,D,240,D,40,D,20,D,,A,,A,,A,,A,,A,160,D,0,D
20223,05102611,24,0,1,2,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05104761,34,0,1,1,D,1000,D,20,D,,A,,A,,A,,A,,A,,A,80,D,,A
20223,05104961,60,0,1,1,D,366,D,,A,,A,,A,,A,,A,,A,,A,25,D,12,D
20223,05111921,39,0,1,3,D,520,D,,A,,A,103,D,,A,,A,,A,,A,150,D,,A
20223,05112041,17,0,1,2,D,,A,50,D,50,D,,A,,A,,A,,A,,A,50,D,0,D
20223,05112324,33,0,1,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05112791,7,0,1,3,D,300,D,5,D,,A,,A,,A,,A,,A,,A,25,D,,A
20223,05115331,57,0,1,2,D,139,G,,A,,A,,A,2,D,1,D,2,D,2,D,150,D,200,D
20223,05118441,41,0,1,1,D,190,D,,A,,A,,A,,A,,A,,A,,A,110,D,,A
20223,05119561,12,0,1,1,D,120,D,80,D,,A,,A,,A,,A,,A,,A,120,D,,A
20223,05121021,73,0,1,1,D,663,G,79,G,,A,212,G,1,D,1,D,1,D,2,D,246,G,,A
20223,05121831,27,0,1,2,D,263,D,,A,,A,,A,,A,,A,,A,,A,43,D,,A
20223,05124461,39,0,1,3,D,400,D,40,D,,A,,A,,A,,A,,A,,A,160,D,30,D
20223,05124911,21,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20224,04932854,45,0,1,1,D,160,D,,A,,A,400,D,,A,,A,,A,,A,70,D,,A
20224,04934004,36,0,1,3,D,1800,D,,A,,A,,A,,A,,A,,A,,A,350,D,,A
20224,04938374,29,0,1,2,D,,A,,A,,A,,A,1,D,1,D,1,D,2,D,200,D,,A
20224,04939984,63,0,1,1,D,150,D,60,D,,A,,A,,A,,A,,A,,A,140,D,,A
20224,04942614,59,0,1,2,D,270,D,,A,,A,,A,,A,,A,,A,,A,200,D,60,D
20224,04943994,13,0,1,2,D,,A,,A,,A,26,F,,A,,A,,A,,A,200,D,,A
20224,04944984,41,0,1,1,D,200,D,,A,,A,80,D,,A,,A,,A,,A,260,D,,A
20224,04945724,70,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20224,04946864,44,0,1,61,D,,A,,A,,A,,A,,A,,A,,A,,A,500,D,300,D
20224,04948104,50,0,1,3,D,600,D,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20224,04949774,32,0,1,1,D,450,D,30,D,,A,,A,,A,,A,,A,,A,120,D,40,D
20224,04949784,14,0,1,3,D,350,D,,A,,A,,A,,A,,A,,A,,A,100,D,20,D
20224,04952524,20,0,1,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20224,04952824,14,0,1,4,D,270,D,,A,,A,160,D,,A,,A,,A,,A,,A,150,D
20224,04953524,77,0,1,2,D,398,F,20,D,,A,,A,,A,,A,,A,,A,680,D,50,D
20224,04956934,26,0,1,7,D,,A,,A,,A,,A,,A,,A,,A,,A,387,D,,A
20224,04957444,52,0,1,1,D,149,D,75,D,,A,,A,,A,,A,,A,,A,75,D,,A
20224,04958664,18,0,1,4,D,680,G,10,G,3,G,54,G,,A,,A,,A,,A,1040,G,13,G
20224,04963124,17,0,1,3,D,400,D,50,D,,A,,A,,A,,A,,A,,A,200,D,50,D
20224,04964144,52,0,1,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,04964234,5,0,1,3,D,200,D,,A,50,D,,A,,A,,A,,A,,A,,A,0,D
20224,05012113,59,0,1,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,72,D,,A
20224,05013183,26,0,1,2,D,,A,,A,,A,,A,1,D,1,D,2,D,2,D,,A,,A
20224,05013683,38,0,1,3,D,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A
20224,05019273,23,0,1,1,D,286,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05022093,13,0,1,4,D,320,D,,A,,A,,A,,A,,A,,A,,A,140,D,,A
20224,05030403,29,0,1,1,D,175,D,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20224,05041033,28,0,1,1,D,581,G,31,G,3,G,112,G,,A,,A,,A,,A,54,G,10,G
20224,05044963,28,0,1,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,25,D,,A
20224,05092482,29,0,1,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20224,05093502,28,0,1,2,D,280,D,,A,,A,,A,,A,,A,,A,,A,125,D,,A
20224,05093502,29,0,1,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,125,D,,A
20224,05096022,54,0,1,6,D,,A,24,D,,A,,A,,A,,A,,A,,A,376,D,,A
20224,05096352,53,0,1,2,D,150,G,,A,,A,,A,2,D,1,D,2,D,2,D,150,D,40,D
20224,05097512,8,0,1,2,D,400,D,100,D,,A,,A,,A,,A,,A,,A,200,D,,A
20224,05098492,80,0,1,2,D,500,D,,A,,A,,A,,A,,A,,A,,A,25,D,,A
20224,05099372,12,0,1,5,D,800,D,,A,,A,,A,,A,,A,,A,,A,200,D,6,D
20224,05099762,43,0,1,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05099822,26,0,1,1,D,175,D,15,D,,A,,A,,A,,A,,A,,A,35,D,,A
20224,05100672,33,0,1,1,D,298,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05101182,19,0,1,15,D,387,D,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20224,05103732,28,0,1,1,D,93,D,,A,,A,,A,,A,,A,,A,,A,11,D,,A
20224,05111392,61,0,1,1,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05111392,62,0,1,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05112372,23,0,1,2,D,1200,D,,A,,A,75,D,,A,,A,,A,,A,150,D,,A
20224,05114652,54,0,1,5,D,860,D,,A,20,D,,A,,A,,A,,A,,A,200,D,80,D
20224,05115392,40,0,1,2,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05115782,46,0,1,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,70,D,,A
20224,05117192,19,0,1,2,D,,A,,A,,A,1000,D,,A,,A,,A,,A,600,D,,A
20224,05119122,81,0,1,2,D,300,D,,A,,A,,A,,A,,A,,A,,A,80,D,20,D
20224,05120542,38,0,1,6,D,800,D,,A,,A,,A,,A,,A,,A,,A,500,D,,A
20224,05120982,28,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,240,D,,A
20224,05123892,43,0,1,3,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05202401,25,0,1,1,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05204611,44,0,1,1,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20224,05207251,24,0,1,2,D,,A,100,D,,A,,A,,A,,A,,A,,A,100,D,,A
20224,05208571,23,0,1,2,D,221,D,,A,80,D,,A,,A,,A,,A,,A,,A,90,D
20224,05208861,31,0,1,1,D,200,D,,A,,A,200,D,,A,,A,,A,,A,200,D,5,D
20224,05209541,21,0,1,1,D,152,D,10,D,,A,,A,,A,,A,,A,,A,50,D,,A
20224,05210431,26,0,1,2,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20224,05210741,56,0,1,2,D,350,D,100,D,,A,180,D,,A,,A,,A,,A,300,D,,A
20224,05213421,21,0,1,4,D,,A,10,F,,A,,A,,A,,A,,A,,A,1040,F,,A
20224,05216611,29,0,1,1,D,,A,15,D,,A,,A,,A,,A,,A,,A,35,D,,A
20224,05224212,15,0,1,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,150,F,,A
20224,05224711,31,0,1,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20224,05225464,14,0,1,14,D,915,D,,A,,A,,A,,A,,A,,A,,A,460,D,100,D
20224,05229241,38,0,1,30,D,,A,400,D,,A,,A,2,D,1,D,2,D,2,D,1100,D,,A
20224,05232301,41,0,1,1,D,185,D,25,D,,A,360,D,,A,,A,,A,,A,100,D,,A
20224,05234271,45,0,1,2,D,306,G,107,G,,A,,A,1,D,1,D,2,D,2,D,137,G,,A
20224,05234481,33,0,1,6,D,,A,,A,,A,,A,,A,,A,,A,,A,500,D,700,D
20231,05011244,42,0,1,1,D,400,G,80,D,,A,,A,2,D,1,D,2,D,2,D,100,D,,A
20231,05012384,59,0,1,2,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05013184,34,0,1,2,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,30,D
20231,05014484,20,0,1,4,D,800,D,120,D,,A,,A,,A,,A,,A,,A,280,D,,A
20231,05015124,70,0,1,4,D,388,F,25,F,,A,,A,,A,,A,,A,,A,125,F,,A
20231,05023904,44,0,1,1,D,165,D,10,D,,A,,A,,A,,A,,A,,A,75,D,,A
20231,05025274,17,0,1,9,D,1130,D,,A,,A,,A,,A,,A,,A,,A,50,F,,A
20231,05026774,56,0,1,5,D,840,D,,A,,A,,A,,A,,A,,A,,A,300,D,,A
20231,05027584,60,0,1,2,D,550,D,,A,,A,,A,,A,,A,,A,,A,60,D,,A
20231,05027584,61,0,1,3,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05031104,31,0,1,1,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05031344,69,0,1,4,D,66,G,7,G,,A,,A,1,D,1,D,2,D,2,D,47,G,,A
20231,05032384,26,0,1,2,D,300,D,,A,40,D,,A,,A,,A,,A,,A,100,D,0,D
20231,05033144,59,0,1,2,D,300,D,,A,,A,,A,,A,,A,,A,,A,200,D,50,D
20231,05037974,23,0,1,2,D,440,D,100,D,,A,,A,,A,,A,,A,,A,150,D,,A
20231,05039164,28,0,1,2,D,256,D,,A,,A,,A,,A,,A,,A,,A,75,D,,A
20231,05039774,43,0,1,2,D,418,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05040184,11,0,1,1,D,,A,,A,15,D,,A,,A,,A,,A,,A,,A,15,D
20231,05041014,26,0,1,5,D,,A,,A,,A,,A,,A,,A,,A,,A,300,D,200,D
20231,05042784,40,0,1,2,D,170,D,,A,,A,,A,,A,,A,,A,,A,120,D,,A
20231,05090603,38,0,1,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,30,D,20,D
20231,05095904,13,0,1,2,D,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20231,05096023,43,0,1,2,D,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20231,05102303,25,0,1,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20231,05103563,29,0,1,3,D,550,D,,A,24,D,,A,,A,,A,,A,,A,70,D,6,D
20231,05104933,16,0,1,3,D,600,D,,A,,A,,A,,A,,A,,A,,A,300,D,,A
20231,05105083,33,0,1,2,D,500,D,,A,,A,100,D,,A,,A,,A,,A,350,D,10,D
20231,05105423,33,0,1,3,D,300,D,,A,,A,200,D,,A,,A,,A,,A,,A,,A
20231,05105523,12,0,1,1,D,470,D,,A,,A,,A,,A,,A,,A,,A,35,D,70,D
20231,05105573,38,0,1,1,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05107813,38,0,1,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05108013,65,0,1,1,D,189,D,,A,,A,,A,,A,,A,,A,,A,37,D,,A
20231,05111393,63,0,1,1,D,115,G,215,G,,A,,A,1,D,1,D,2,D,1,D,145,G,,A
20231,05112243,28,0,1,1,D,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A
20231,05114653,37,0,1,6,D,520,D,,A,,A,,A,,A,,A,,A,,A,200,D,200,D
20231,05115393,58,0,1,2,D,450,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20231,05117523,25,0,1,4,D,,A,700,D,,A,150,D,,A,,A,,A,,A,800,D,,A
20231,05118273,24,0,1,1,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05118553,51,0,1,1,D,180,D,75,D,,A,260,D,,A,,A,,A,,A,0,D,,A
20231,05118783,8,0,1,1,D,122,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05122843,16,0,1,1,D,,A,,A,,A,,A,1,D,1,D,2,D,2,D,,A,,A
20231,05204612,47,0,1,1,D,215,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05205342,32,0,1,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05206732,22,0,1,5,D,580,D,,A,,A,,A,,A,,A,,A,,A,25,D,100,D
20231,05209382,34,0,1,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20231,05209542,24,0,1,1,D,165,D,20,D,,A,,A,,A,,A,,A,,A,65,D,,A
20231,05211212,10,0,1,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20231,05212114,12,0,1,2,D,220,D,,A,,A,,A,,A,,A,,A,,A,50,D,,A
